"no","user_no","board_id","block_id","major","minor","rssi","reg_dt"
"334","1","B003","3","1","11","-69","2021-06-15 02:50:01.650000"
"335","1","B003","4","1","12","-77","2021-06-15 02:50:01.650000"
"336","1","B003","2","1","10","-83","2021-06-15 02:50:01.650000"
"337","1","B003","1","1","9","-88","2021-06-15 02:50:01.765000"
"338","1","B003","3","1","11","-69","2021-06-15 02:50:01.765000"
"339","1","B003","4","1","12","-77","2021-06-15 02:50:01.765000"
"340","1","B003","2","1","10","-83","2021-06-15 02:50:01.765000"
"341","1","B003","1","1","9","-88","2021-06-15 02:50:01.874000"
"342","1","B003","3","1","11","-69","2021-06-15 02:50:01.874000"
"343","1","B003","4","1","12","-77","2021-06-15 02:50:01.874000"
"344","1","B003","2","1","10","-83","2021-06-15 02:50:01.874000"
"345","1","B003","1","1","9","-88","2021-06-15 02:50:01.949000"
"346","1","B003","3","1","11","-69","2021-06-15 02:50:01.949000"
"347","1","B003","4","1","12","-77","2021-06-15 02:50:01.949000"
"348","1","B003","1","1","9","-88","2021-06-15 02:50:02.034000"
"349","1","B003","2","1","10","-83","2021-06-15 02:50:01.949000"
"350","1","B003","3","1","11","-69","2021-06-15 02:50:02.034000"
"351","1","B003","4","1","12","-77","2021-06-15 02:50:02.034000"
"352","1","B003","2","1","10","-83","2021-06-15 02:50:02.034000"
"353","1","B003","1","1","9","-88","2021-06-15 02:50:02.178000"
"354","1","B003","3","1","11","-69","2021-06-15 02:50:02.178000"
"355","1","B003","1","1","9","-88","2021-06-15 02:50:02.255000"
"356","1","B003","4","1","12","-77","2021-06-15 02:50:02.178000"
"357","1","B003","3","1","11","-69","2021-06-15 02:50:02.255000"
"358","1","B003","4","1","12","-77","2021-06-15 02:50:02.255000"
"359","1","B003","2","1","10","-83","2021-06-15 02:50:02.178000"
"360","1","B003","2","1","10","-83","2021-06-15 02:50:02.255000"
"361","1","B003","1","1","9","-88","2021-06-15 02:50:02.409000"
"362","1","B003","3","1","11","-69","2021-06-15 02:50:02.409000"
"363","1","B003","4","1","12","-77","2021-06-15 02:50:02.409000"
"364","1","B003","2","1","10","-83","2021-06-15 02:50:02.409000"
"365","1","B003","1","1","9","-88","2021-06-15 02:50:02.553000"
"366","1","B003","3","1","11","-69","2021-06-15 02:50:02.553000"
"367","1","B003","1","1","9","-88","2021-06-15 02:50:02.566000"
"368","1","B003","3","1","11","-69","2021-06-15 02:50:02.566000"
"369","1","B003","4","1","12","-77","2021-06-15 02:50:02.553000"
"370","1","B003","4","1","12","-77","2021-06-15 02:50:02.566000"
"371","1","B003","2","1","10","-83","2021-06-15 02:50:02.553000"
"372","1","B003","2","1","10","-83","2021-06-15 02:50:02.566000"
"373","1","B003","1","1","9","-88","2021-06-15 02:50:02.703000"
"374","1","B003","3","1","11","-69","2021-06-15 02:50:02.703000"
"375","1","B003","4","1","12","-77","2021-06-15 02:50:02.703000"
"376","1","B003","1","1","9","-88","2021-06-15 02:50:02.785000"
"377","1","B003","2","1","10","-83","2021-06-15 02:50:02.703000"
"378","1","B003","3","1","11","-69","2021-06-15 02:50:02.785000"
"379","1","B003","4","1","12","-77","2021-06-15 02:50:02.785000"
"380","1","B003","1","1","9","-88","2021-06-15 02:50:02.894000"
"381","1","B003","2","1","10","-83","2021-06-15 02:50:02.785000"
"382","1","B003","3","1","11","-69","2021-06-15 02:50:02.894000"
"383","1","B003","4","1","12","-77","2021-06-15 02:50:02.894000"
"384","1","B003","2","1","10","-83","2021-06-15 02:50:02.894000"
"385","1","B003","1","1","9","-88","2021-06-15 02:50:03.014000"
"386","1","B003","3","1","11","-69","2021-06-15 02:50:03.014000"
"387","1","B003","4","1","12","-77","2021-06-15 02:50:03.014000"
"388","1","B003","2","1","10","-83","2021-06-15 02:50:03.014000"
"389","1","B003","1","1","9","-88","2021-06-15 02:50:03.206000"
"390","1","B003","3","1","11","-69","2021-06-15 02:50:03.206000"
"391","1","B003","4","1","12","-77","2021-06-15 02:50:03.206000"
"392","1","B003","2","1","10","-83","2021-06-15 02:50:03.206000"
"393","1","B003","1","1","9","-88","2021-06-15 02:50:03.311000"
"394","1","B003","1","1","9","-88","2021-06-15 02:50:03.316000"
"395","1","B003","3","1","11","-69","2021-06-15 02:50:03.316000"
"396","1","B003","4","1","12","-77","2021-06-15 02:50:03.316000"
"397","1","B003","3","1","11","-69","2021-06-15 02:50:03.311000"
"398","1","B003","2","1","10","-83","2021-06-15 02:50:03.316000"
"399","1","B003","4","1","12","-77","2021-06-15 02:50:03.311000"
"400","1","B003","1","1","9","-88","2021-06-15 02:50:03.414000"
"401","1","B003","2","1","10","-83","2021-06-15 02:50:03.311000"
"402","1","B003","3","1","11","-69","2021-06-15 02:50:03.414000"
"403","1","B003","4","1","12","-77","2021-06-15 02:50:03.414000"
"404","1","B003","1","1","9","-88","2021-06-15 02:50:03.518000"
"405","1","B003","3","1","11","-69","2021-06-15 02:50:03.518000"
"406","1","B003","2","1","10","-83","2021-06-15 02:50:03.414000"
"407","1","B003","4","1","12","-77","2021-06-15 02:50:03.518000"
"408","1","B003","2","1","10","-83","2021-06-15 02:50:03.518000"
"409","1","B003","1","1","9","-88","2021-06-15 02:50:03.636000"
"410","1","B003","3","1","11","-69","2021-06-15 02:50:03.636000"
"411","1","B003","4","1","12","-77","2021-06-15 02:50:03.636000"
"412","1","B003","1","1","9","-88","2021-06-15 02:50:03.724000"
"413","1","B003","3","1","11","-69","2021-06-15 02:50:03.724000"
"414","1","B003","2","1","10","-83","2021-06-15 02:50:03.636000"
"415","1","B003","4","1","12","-77","2021-06-15 02:50:03.724000"
"416","1","B003","2","1","10","-83","2021-06-15 02:50:03.724000"
"417","1","B003","1","1","9","-88","2021-06-15 02:50:03.836000"
"418","1","B003","3","1","11","-69","2021-06-15 02:50:03.836000"
"419","1","B003","4","1","12","-77","2021-06-15 02:50:03.836000"
"420","1","B003","2","1","10","-83","2021-06-15 02:50:03.836000"
"421","1","B003","1","1","9","-88","2021-06-15 02:50:04.025000"
"422","1","B003","1","1","9","-88","2021-06-15 02:50:04.044000"
"423","1","B003","3","1","11","-69","2021-06-15 02:50:04.025000"
"424","1","B003","3","1","11","-69","2021-06-15 02:50:04.044000"
"425","1","B003","4","1","12","-77","2021-06-15 02:50:04.025000"
"426","1","B003","4","1","12","-77","2021-06-15 02:50:04.044000"
"427","1","B003","2","1","10","-83","2021-06-15 02:50:04.025000"
"428","1","B003","2","1","10","-83","2021-06-15 02:50:04.044000"
"429","1","B003","1","1","9","-88","2021-06-15 02:50:04.180000"
"430","1","B003","3","1","11","-69","2021-06-15 02:50:04.180000"
"431","1","B003","4","1","12","-77","2021-06-15 02:50:04.180000"
"432","1","B003","2","1","10","-83","2021-06-15 02:50:04.180000"
"433","1","B003","1","1","9","-88","2021-06-15 02:50:04.235000"
"434","1","B003","3","1","11","-69","2021-06-15 02:50:04.235000"
"435","1","B003","4","1","12","-77","2021-06-15 02:50:04.235000"
"436","1","B003","2","1","10","-83","2021-06-15 02:50:04.235000"
"437","1","B003","1","1","9","-88","2021-06-15 02:50:04.359000"
"438","1","B003","3","1","11","-69","2021-06-15 02:50:04.359000"
"439","1","B003","1","1","9","-88","2021-06-15 02:50:04.491000"
"440","1","B003","4","1","12","-77","2021-06-15 02:50:04.359000"
"441","1","B003","3","1","11","-69","2021-06-15 02:50:04.491000"
"442","1","B003","1","1","9","-88","2021-06-15 02:50:04.541000"
"443","1","B003","4","1","12","-77","2021-06-15 02:50:04.491000"
"444","1","B003","2","1","10","-83","2021-06-15 02:50:04.359000"
"445","1","B003","3","1","11","-69","2021-06-15 02:50:04.541000"
"446","1","B003","4","1","12","-77","2021-06-15 02:50:04.541000"
"447","1","B003","2","1","10","-83","2021-06-15 02:50:04.491000"
"448","1","B003","2","1","10","-83","2021-06-15 02:50:04.541000"
"449","1","B003","1","1","9","-88","2021-06-15 02:50:04.799000"
"450","1","B003","1","1","9","-88","2021-06-15 02:50:04.803000"
"451","1","B003","3","1","11","-69","2021-06-15 02:50:04.799000"
"452","1","B003","4","1","12","-77","2021-06-15 02:50:04.799000"
"453","1","B003","3","1","11","-69","2021-06-15 02:50:04.803000"
"454","1","B003","2","1","10","-83","2021-06-15 02:50:04.799000"
"455","1","B003","4","1","12","-77","2021-06-15 02:50:04.803000"
"456","1","B003","2","1","10","-83","2021-06-15 02:50:04.803000"
"457","1","B003","1","1","9","-88","2021-06-15 02:50:04.948000"
"458","1","B003","3","1","11","-69","2021-06-15 02:50:04.948000"
"459","1","B003","4","1","12","-77","2021-06-15 02:50:04.948000"
"460","1","B003","2","1","10","-83","2021-06-15 02:50:04.948000"
"461","1","B003","1","1","9","-63","2021-06-15 02:50:05.151000"
"462","1","B003","1","1","9","-63","2021-06-15 02:50:05.152000"
"463","1","B003","3","1","11","-69","2021-06-15 02:50:05.151000"
"464","1","B003","3","1","11","-69","2021-06-15 02:50:05.152000"
"465","1","B003","4","1","12","-77","2021-06-15 02:50:05.151000"
"466","1","B003","4","1","12","-77","2021-06-15 02:50:05.152000"
"467","1","B003","2","1","10","-59","2021-06-15 02:50:05.151000"
"468","1","B003","2","1","10","-59","2021-06-15 02:50:05.152000"
"469","1","B003","1","1","9","-63","2021-06-15 02:50:05.258000"
"470","1","B003","3","1","11","-69","2021-06-15 02:50:05.258000"
"471","1","B003","4","1","12","-77","2021-06-15 02:50:05.258000"
"472","1","B003","2","1","10","-59","2021-06-15 02:50:05.258000"
"473","1","B003","1","1","9","-63","2021-06-15 02:50:05.363000"
"474","1","B003","3","1","11","-69","2021-06-15 02:50:05.363000"
"475","1","B003","4","1","12","-77","2021-06-15 02:50:05.363000"
"476","1","B003","2","1","10","-59","2021-06-15 02:50:05.363000"
"477","1","B003","1","1","9","-63","2021-06-15 02:50:05.601000"
"478","1","B003","1","1","9","-63","2021-06-15 02:50:05.610000"
"479","1","B003","3","1","11","-69","2021-06-15 02:50:05.601000"
"480","1","B003","3","1","11","-69","2021-06-15 02:50:05.610000"
"481","1","B003","4","1","12","-77","2021-06-15 02:50:05.610000"
"482","1","B003","4","1","12","-77","2021-06-15 02:50:05.601000"
"483","1","B003","2","1","10","-59","2021-06-15 02:50:05.610000"
"484","1","B003","2","1","10","-59","2021-06-15 02:50:05.601000"
"485","1","B003","1","1","9","-63","2021-06-15 02:50:05.762000"
"486","1","B003","3","1","11","-69","2021-06-15 02:50:05.762000"
"487","1","B003","4","1","12","-77","2021-06-15 02:50:05.762000"
"488","1","B003","2","1","10","-59","2021-06-15 02:50:05.762000"
"489","1","B003","1","1","9","-63","2021-06-15 02:50:06.130000"
"490","1","B003","3","1","11","-70","2021-06-15 02:50:06.130000"
"491","1","B003","4","1","12","-76","2021-06-15 02:50:06.130000"
"492","1","B003","2","1","10","-59","2021-06-15 02:50:06.130000"
"493","1","B003","1","1","9","-63","2021-06-15 02:50:06.403000"
"494","1","B003","1","1","9","-63","2021-06-15 02:50:06.402000"
"495","1","B003","3","1","11","-70","2021-06-15 02:50:06.403000"
"496","1","B003","3","1","11","-70","2021-06-15 02:50:06.402000"
"497","1","B003","1","1","9","-63","2021-06-15 02:50:06.420000"
"498","1","B003","3","1","11","-70","2021-06-15 02:50:06.420000"
"499","1","B003","4","1","12","-76","2021-06-15 02:50:06.403000"
"500","1","B003","4","1","12","-76","2021-06-15 02:50:06.402000"
"501","1","B003","4","1","12","-76","2021-06-15 02:50:06.420000"
"502","1","B003","2","1","10","-60","2021-06-15 02:50:06.403000"
"503","1","B003","2","1","10","-60","2021-06-15 02:50:06.402000"
"504","1","B003","2","1","10","-60","2021-06-15 02:50:06.420000"
"505","1","B003","1","1","9","-61","2021-06-15 02:50:06.757000"
"506","1","B003","1","1","9","-61","2021-06-15 02:50:06.756000"
"507","1","B003","3","1","11","-70","2021-06-15 02:50:06.757000"
"508","1","B003","3","1","11","-70","2021-06-15 02:50:06.756000"
"509","1","B003","4","1","12","-76","2021-06-15 02:50:06.756000"
"510","1","B003","4","1","12","-76","2021-06-15 02:50:06.757000"
"511","1","B003","2","1","10","-58","2021-06-15 02:50:06.756000"
"512","1","B003","2","1","10","-58","2021-06-15 02:50:06.757000"
"513","1","B003","1","1","9","-61","2021-06-15 02:50:07.223000"
"514","1","B003","1","1","9","-61","2021-06-15 02:50:07.225000"
"515","1","B003","3","1","11","-68","2021-06-15 02:50:07.223000"
"516","1","B003","3","1","11","-68","2021-06-15 02:50:07.225000"
"517","1","B003","4","1","12","-77","2021-06-15 02:50:07.223000"
"518","1","B003","4","1","12","-77","2021-06-15 02:50:07.225000"
"519","1","B003","2","1","10","-58","2021-06-15 02:50:07.223000"
"520","1","B003","2","1","10","-58","2021-06-15 02:50:07.225000"
"521","1","B003","1","1","9","-71","2021-06-15 02:50:07.655000"
"522","1","B003","3","1","11","-70","2021-06-15 02:50:07.655000"
"523","1","B003","4","1","12","-81","2021-06-15 02:50:07.655000"
"524","1","B003","1","1","9","-71","2021-06-15 02:50:07.684000"
"525","1","B003","2","1","10","-58","2021-06-15 02:50:07.655000"
"526","1","B003","3","1","11","-70","2021-06-15 02:50:07.684000"
"527","1","B003","4","1","12","-81","2021-06-15 02:50:07.684000"
"528","1","B003","2","1","10","-58","2021-06-15 02:50:07.684000"
"529","1","B003","1","1","9","-71","2021-06-15 02:50:08.138000"
"530","1","B003","1","1","9","-71","2021-06-15 02:50:08.142000"
"531","1","B003","3","1","11","-69","2021-06-15 02:50:08.142000"
"532","1","B003","3","1","11","-69","2021-06-15 02:50:08.138000"
"533","1","B003","4","1","12","-82","2021-06-15 02:50:08.138000"
"534","1","B003","4","1","12","-82","2021-06-15 02:50:08.142000"
"535","1","B003","2","1","10","-58","2021-06-15 02:50:08.142000"
"536","1","B003","2","1","10","-58","2021-06-15 02:50:08.138000"
"537","1","B003","1","1","9","-71","2021-06-15 02:50:08.551000"
"538","1","B003","3","1","11","-71","2021-06-15 02:50:08.551000"
"539","1","B003","4","1","12","-76","2021-06-15 02:50:08.551000"
"540","1","B003","1","1","9","-71","2021-06-15 02:50:08.562000"
"541","1","B003","2","1","10","-60","2021-06-15 02:50:08.551000"
"542","1","B003","3","1","11","-71","2021-06-15 02:50:08.562000"
"543","1","B003","4","1","12","-76","2021-06-15 02:50:08.562000"
"544","1","B003","2","1","10","-60","2021-06-15 02:50:08.562000"
"545","1","B003","1","1","9","-71","2021-06-15 02:50:08.790000"
"546","1","B003","1","1","9","-71","2021-06-15 02:50:08.824000"
"547","1","B003","3","1","11","-71","2021-06-15 02:50:08.790000"
"548","1","B003","3","1","11","-71","2021-06-15 02:50:08.824000"
"549","1","B003","4","1","12","-76","2021-06-15 02:50:08.824000"
"550","1","B003","4","1","12","-76","2021-06-15 02:50:08.790000"
"551","1","B003","2","1","10","-60","2021-06-15 02:50:08.790000"
"552","1","B003","2","1","10","-60","2021-06-15 02:50:08.824000"
"553","1","B003","1","1","9","-63","2021-06-15 02:50:09.169000"
"554","1","B003","3","1","11","-68","2021-06-15 02:50:09.169000"
"555","1","B003","4","1","12","-76","2021-06-15 02:50:09.169000"
"556","1","B003","1","1","9","-63","2021-06-15 02:50:09.206000"
"557","1","B003","2","1","10","-60","2021-06-15 02:50:09.169000"
"558","1","B003","3","1","11","-68","2021-06-15 02:50:09.206000"
"559","1","B003","4","1","12","-76","2021-06-15 02:50:09.206000"
"560","1","B003","2","1","10","-60","2021-06-15 02:50:09.206000"
"561","1","B003","1","1","9","-61","2021-06-15 02:50:09.795000"
"562","1","B003","1","1","9","-61","2021-06-15 02:50:09.791000"
"563","1","B003","3","1","11","-68","2021-06-15 02:50:09.795000"
"564","1","B003","3","1","11","-68","2021-06-15 02:50:09.791000"
"565","1","B003","4","1","12","-77","2021-06-15 02:50:09.795000"
"566","1","B003","4","1","12","-77","2021-06-15 02:50:09.791000"
"567","1","B003","2","1","10","-63","2021-06-15 02:50:09.791000"
"568","1","B003","2","1","10","-63","2021-06-15 02:50:09.795000"
"569","1","B003","1","1","9","-66","2021-06-15 02:50:10.334000"
"570","1","B003","3","1","11","-68","2021-06-15 02:50:10.334000"
"571","1","B003","4","1","12","-81","2021-06-15 02:50:10.334000"
"572","1","B003","2","1","10","-58","2021-06-15 02:50:10.334000"
"573","1","B003","1","1","9","-66","2021-06-15 02:50:10.422000"
"574","1","B003","3","1","11","-68","2021-06-15 02:50:10.422000"
"575","1","B003","4","1","12","-81","2021-06-15 02:50:10.422000"
"576","1","B003","2","1","10","-58","2021-06-15 02:50:10.422000"
"577","1","B003","1","1","9","-66","2021-06-15 02:50:10.453000"
"578","1","B003","3","1","11","-68","2021-06-15 02:50:10.453000"
"579","1","B003","4","1","12","-81","2021-06-15 02:50:10.453000"
"580","1","B003","2","1","10","-58","2021-06-15 02:50:10.453000"
"581","1","B003","1","1","9","-67","2021-06-15 02:50:10.911000"
"582","1","B003","1","1","9","-67","2021-06-15 02:50:10.912000"
"583","1","B003","3","1","11","-70","2021-06-15 02:50:10.911000"
"584","1","B003","4","1","12","-81","2021-06-15 02:50:10.911000"
"585","1","B003","3","1","11","-70","2021-06-15 02:50:10.912000"
"586","1","B003","2","1","10","-62","2021-06-15 02:50:10.911000"
"587","1","B003","4","1","12","-81","2021-06-15 02:50:10.912000"
"588","1","B003","2","1","10","-62","2021-06-15 02:50:10.912000"
"589","1","B003","1","1","9","-67","2021-06-15 02:50:11.035000"
"590","1","B003","3","1","11","-70","2021-06-15 02:50:11.035000"
"591","1","B003","4","1","12","-81","2021-06-15 02:50:11.035000"
"592","1","B003","2","1","10","-62","2021-06-15 02:50:11.035000"
"593","1","B003","1","1","9","-67","2021-06-15 02:50:11.239000"
"594","1","B003","3","1","11","-70","2021-06-15 02:50:11.239000"
"595","1","B003","4","1","12","-81","2021-06-15 02:50:11.239000"
"596","1","B003","2","1","10","-62","2021-06-15 02:50:11.239000"
"597","1","B003","1","1","9","-67","2021-06-15 02:50:11.279000"
"598","1","B003","3","1","11","-70","2021-06-15 02:50:11.279000"
"599","1","B003","4","1","12","-81","2021-06-15 02:50:11.279000"
"600","1","B003","2","1","10","-62","2021-06-15 02:50:11.279000"
"601","1","B003","1","1","9","-67","2021-06-15 02:50:11.725000"
"602","1","B003","3","1","11","-68","2021-06-15 02:50:11.725000"
"603","1","B003","4","1","12","-76","2021-06-15 02:50:11.725000"
"604","1","B003","2","1","10","-62","2021-06-15 02:50:11.725000"
"605","1","B003","1","1","9","-67","2021-06-15 02:50:12.044000"
"606","1","B003","1","1","9","-67","2021-06-15 02:50:12.047000"
"607","1","B003","3","1","11","-67","2021-06-15 02:50:12.044000"
"608","1","B003","3","1","11","-67","2021-06-15 02:50:12.047000"
"609","1","B003","4","1","12","-76","2021-06-15 02:50:12.044000"
"610","1","B003","2","1","10","-62","2021-06-15 02:50:12.044000"
"611","1","B003","4","1","12","-76","2021-06-15 02:50:12.047000"
"612","1","B003","2","1","10","-62","2021-06-15 02:50:12.047000"
"613","1","B003","1","1","9","-67","2021-06-15 02:50:12.267000"
"614","1","B003","3","1","11","-67","2021-06-15 02:50:12.267000"
"615","1","B003","4","1","12","-76","2021-06-15 02:50:12.267000"
"616","1","B003","2","1","10","-59","2021-06-15 02:50:12.267000"
"617","1","B003","1","1","9","-67","2021-06-15 02:50:12.444000"
"618","1","B003","1","1","9","-67","2021-06-15 02:50:12.453000"
"619","1","B003","3","1","11","-68","2021-06-15 02:50:12.444000"
"620","1","B003","3","1","11","-68","2021-06-15 02:50:12.453000"
"621","1","B003","4","1","12","-76","2021-06-15 02:50:12.453000"
"622","1","B003","4","1","12","-76","2021-06-15 02:50:12.444000"
"623","1","B003","2","1","10","-59","2021-06-15 02:50:12.453000"
"624","1","B003","2","1","10","-59","2021-06-15 02:50:12.444000"
"625","1","B003","1","1","9","-67","2021-06-15 02:50:12.543000"
"626","1","B003","3","1","11","-68","2021-06-15 02:50:12.543000"
"627","1","B003","4","1","12","-76","2021-06-15 02:50:12.543000"
"628","1","B003","2","1","10","-59","2021-06-15 02:50:12.543000"
"629","1","B003","1","1","9","-67","2021-06-15 02:50:12.682000"
"630","1","B003","3","1","11","-68","2021-06-15 02:50:12.682000"
"631","1","B003","4","1","12","-76","2021-06-15 02:50:12.682000"
"632","1","B003","2","1","10","-59","2021-06-15 02:50:12.682000"
"633","1","B003","1","1","9","-67","2021-06-15 02:50:12.828000"
"634","1","B003","3","1","11","-68","2021-06-15 02:50:12.828000"
"635","1","B003","4","1","12","-76","2021-06-15 02:50:12.828000"
"636","1","B003","2","1","10","-59","2021-06-15 02:50:12.828000"
"637","1","B003","1","1","9","-67","2021-06-15 02:50:12.930000"
"638","1","B003","3","1","11","-68","2021-06-15 02:50:12.930000"
"639","1","B003","4","1","12","-76","2021-06-15 02:50:12.930000"
"640","1","B003","2","1","10","-59","2021-06-15 02:50:12.930000"
"641","1","B003","1","1","9","-69","2021-06-15 02:50:13.421000"
"642","1","B003","1","1","9","-69","2021-06-15 02:50:13.429000"
"643","1","B003","3","1","11","-68","2021-06-15 02:50:13.421000"
"644","1","B003","3","1","11","-68","2021-06-15 02:50:13.429000"
"645","1","B003","4","1","12","-78","2021-06-15 02:50:13.421000"
"646","1","B003","4","1","12","-78","2021-06-15 02:50:13.429000"
"647","1","B003","2","1","10","-61","2021-06-15 02:50:13.421000"
"648","1","B003","2","1","10","-61","2021-06-15 02:50:13.429000"
"649","1","B003","1","1","9","-69","2021-06-15 02:50:13.642000"
"650","1","B003","3","1","11","-68","2021-06-15 02:50:13.642000"
"651","1","B003","4","1","12","-78","2021-06-15 02:50:13.642000"
"652","1","B003","1","1","9","-69","2021-06-15 02:50:13.738000"
"653","1","B003","3","1","11","-68","2021-06-15 02:50:13.738000"
"654","1","B003","2","1","10","-61","2021-06-15 02:50:13.642000"
"655","1","B003","1","1","9","-69","2021-06-15 02:50:13.778000"
"656","1","B003","4","1","12","-78","2021-06-15 02:50:13.738000"
"657","1","B003","3","1","11","-68","2021-06-15 02:50:13.778000"
"658","1","B003","4","1","12","-78","2021-06-15 02:50:13.778000"
"659","1","B003","2","1","10","-61","2021-06-15 02:50:13.738000"
"660","1","B003","2","1","10","-61","2021-06-15 02:50:13.778000"
"661","1","B003","1","1","9","-66","2021-06-15 02:50:14.093000"
"662","1","B003","3","1","11","-68","2021-06-15 02:50:14.093000"
"663","1","B003","4","1","12","-78","2021-06-15 02:50:14.093000"
"664","1","B003","1","1","9","-66","2021-06-15 02:50:14.136000"
"665","1","B003","2","1","10","-61","2021-06-15 02:50:14.093000"
"666","1","B003","3","1","11","-68","2021-06-15 02:50:14.136000"
