TIME,Base,Minor,Rssi,,,,,Base,31
31:11.5,31,31,-64,,,59,60,39,40
31:11.5,31,55,-69,,,-73.15,-71.38,-71.6,-76.34
31:11.5,31,54,-64,,,58,57,38,37
31:11.5,31,38,-72,,,-62.89,-62.56,-71.89,-70.08
31:11.5,31,35,-67,,,55,56,35,36
31:11.5,31,34,-64,,,-61.25,-58.94,-63.22,-71.67
31:11.5,31,56,-65,,,54,53,34,33
31:11.5,31,58,-66,,,-58.96,-64.65,-63.36,-67.28
31:11.5,31,36,-75,,,51,52,31,32
31:11.5,31,64,-53,,,-62.16,-54.3,-52.73,-56.76
31:11.5,31,41,-63,,,50,49,30,29
31:11.5,31,22,-68,,,-69.76,-57.42,-54.58,-49
31:11.5,31,60,-71,,,47,48,27,28
31:11.5,31,61,-56,,,-62.26,-61.03,-61.06,-57.26
31:11.5,31,28,-58,,,46,45,26,25
31:11.5,31,27,-54,,,-65.05,-64.47,-67.41,-66.69
31:11.5,31,29,-64,,,43,44,23,24
31:11.5,31,24,-69,,,-70.55,-66.61,-69.06,-64.88
31:11.5,31,46,-62,,,42,41,22,21
31:11.5,31,23,-63,,,-68.31,-64.56,-68.95,-66.88
31:11.5,31,26,-60,,,,,,
31:11.5,31,25,-63,,,,,,
31:11.6,31,30,-58,,,,,,
31:11.6,31,57,-64,,,,,,
31:11.6,31,34,-63,,,,,,
31:11.6,31,56,-58,,,,,,
31:11.6,31,36,-70,,,,,,
31:11.6,31,64,-54,,,,,,
31:11.6,31,41,-68,,,,,,
31:11.6,31,22,-72,,,,,,
31:11.6,31,27,-70,,,,,,
31:11.6,31,24,-64,,,,,,
31:11.6,31,46,-65,,,,,,
31:11.6,31,48,-59,,,,,,
31:11.6,31,26,-64,,,,,,
31:11.7,31,53,-58,,,,,,
31:11.7,31,31,-56,,,,,,
31:11.7,31,30,-55,,,,,,
31:11.7,31,38,-69,,,,,,
31:11.7,31,57,-67,,,,,,
31:11.7,31,34,-62,,,,,,
31:11.7,31,56,-58,,,,,,
31:11.7,31,64,-52,,,,,,
31:11.7,31,43,-65,,,,,,
31:11.7,31,21,-68,,,,,,
31:11.7,31,40,-81,,,,,,
31:11.7,31,27,-60,,,,,,
31:11.7,31,29,-58,,,,,,
31:11.7,31,25,-76,,,,,,
31:11.8,31,30,-55,,,,,,
31:11.8,31,33,-71,,,,,,
31:11.8,31,35,-59,,,,,,
31:11.8,31,59,-68,,,,,,
31:11.8,31,64,-52,,,,,,
31:11.8,31,63,-57,,,,,,
31:11.8,31,22,-68,,,,,,
31:11.8,31,21,-66,,,,,,
31:11.9,31,53,-58,,,,,,
31:11.9,31,54,-60,,,,,,
31:11.9,31,64,-53,,,,,,
31:11.9,31,21,-64,,,,,,
31:11.9,31,60,-67,,,,,,
31:11.9,31,40,-72,,,,,,
31:11.9,31,27,-55,,,,,,
31:11.9,31,23,-72,,,,,,
31:11.9,31,45,-71,,,,,,
31:11.9,31,26,-78,,,,,,
31:11.9,31,25,-68,,,,,,
31:12.0,31,31,-60,,,,,,
31:12.0,31,54,-61,,,,,,
31:12.0,31,35,-62,,,,,,
31:12.0,31,57,-65,,,,,,
31:12.0,31,34,-61,,,,,,
31:12.0,31,64,-55,,,,,,
31:12.0,31,63,-58,,,,,,
31:12.0,31,22,-67,,,,,,
31:12.0,31,43,-69,,,,,,
31:12.0,31,40,-75,,,,,,
31:12.0,31,27,-52,,,,,,
31:12.0,31,46,-65,,,,,,
31:12.0,31,26,-68,,,,,,
31:12.0,31,25,-63,,,,,,
31:12.0,31,47,-64,,,,,,
31:12.1,31,53,-58,,,,,,
31:12.1,31,32,-78,,,,,,
31:12.1,31,38,-68,,,,,,
31:12.1,31,35,-64,,,,,,
31:12.1,31,56,-61,,,,,,
31:12.1,31,59,-66,,,,,,
31:12.1,31,58,-64,,,,,,
31:12.1,31,64,-53,,,,,,
31:12.1,31,63,-58,,,,,,
31:12.1,31,27,-53,,,,,,
31:12.1,31,29,-52,,,,,,
31:12.1,31,45,-68,,,,,,
31:12.1,31,48,-52,,,,,,
31:12.1,31,26,-66,,,,,,
31:12.1,31,47,-63,,,,,,
31:12.2,31,31,-59,,,,,,
31:12.2,31,39,-67,,,,,,
31:12.2,31,57,-66,,,,,,
31:12.2,31,59,-68,,,,,,
31:12.2,31,42,-71,,,,,,
31:12.2,31,43,-68,,,,,,
31:12.2,31,40,-75,,,,,,
31:12.2,31,61,-52,,,,,,
31:12.2,31,29,-51,,,,,,
31:12.2,31,46,-68,,,,,,
31:12.2,31,48,-53,,,,,,
31:12.2,31,25,-60,,,,,,
31:12.3,31,31,-58,,,,,,
31:12.3,31,30,-54,,,,,,
31:12.3,31,33,-68,,,,,,
31:12.3,31,54,-60,,,,,,
31:12.3,31,38,-72,,,,,,
31:12.3,31,35,-68,,,,,,
31:12.3,31,57,-65,,,,,,
31:12.3,31,34,-60,,,,,,
31:12.3,31,56,-59,,,,,,
31:12.3,31,37,-66,,,,,,
31:12.3,31,64,-53,,,,,,
31:12.3,31,41,-67,,,,,,
31:12.3,31,63,-56,,,,,,
31:12.3,31,43,-67,,,,,,
31:12.3,31,61,-53,,,,,,
31:12.3,31,28,-56,,,,,,
31:12.3,31,27,-55,,,,,,
31:12.3,31,29,-50,,,,,,
31:12.3,31,25,-62,,,,,,
31:12.3,31,47,-64,,,,,,
31:12.4,31,53,-60,,,,,,
31:12.4,31,31,-57,,,,,,
31:12.4,31,30,-53,,,,,,
31:12.4,31,33,-67,,,,,,
31:12.4,31,39,-69,,,,,,
31:12.4,31,58,-67,,,,,,
31:12.4,31,36,-67,,,,,,
31:12.4,31,43,-68,,,,,,
31:12.4,31,62,-72,,,,,,
31:12.4,31,27,-55,,,,,,
31:12.4,31,29,-50,,,,,,
31:12.4,31,23,-68,,,,,,
31:12.4,31,47,-63,,,,,,
31:12.5,31,53,-60,,,,,,
31:12.5,31,31,-57,,,,,,
31:12.5,31,55,-65,,,,,,
31:12.5,31,34,-61,,,,,,
31:12.5,31,58,-68,,,,,,
31:12.5,31,64,-53,,,,,,
31:12.5,31,21,-69,,,,,,
31:12.5,31,61,-54,,,,,,
31:12.5,31,28,-58,,,,,,
31:12.5,31,29,-50,,,,,,
31:12.5,31,24,-73,,,,,,
31:12.5,31,46,-66,,,,,,
31:12.5,31,45,-66,,,,,,
31:12.5,31,48,-57,,,,,,
31:12.5,31,47,-62,,,,,,
31:12.6,31,53,-60,,,,,,
31:12.6,31,31,-57,,,,,,
31:12.6,31,33,-68,,,,,,
31:12.6,31,54,-60,,,,,,
31:12.6,31,32,-68,,,,,,
31:12.6,31,56,-59,,,,,,
31:12.6,31,37,-67,,,,,,
31:12.6,31,36,-67,,,,,,
31:12.6,31,41,-77,,,,,,
31:12.6,31,22,-68,,,,,,
31:12.6,31,43,-67,,,,,,
31:12.6,31,28,-59,,,,,,
31:12.6,31,29,-50,,,,,,
31:12.6,31,46,-66,,,,,,
31:12.6,31,45,-64,,,,,,
31:12.6,31,47,-63,,,,,,
31:12.7,31,30,-52,,,,,,
31:12.7,31,33,-68,,,,,,
31:12.7,31,54,-59,,,,,,
31:12.7,31,32,-66,,,,,,
31:12.7,31,38,-79,,,,,,
31:12.7,31,35,-67,,,,,,
31:12.7,31,34,-61,,,,,,
31:12.7,31,36,-68,,,,,,
31:12.7,31,64,-54,,,,,,
31:12.7,31,41,-77,,,,,,
31:12.7,31,22,-68,,,,,,
31:12.7,31,61,-54,,,,,,
31:12.7,31,28,-58,,,,,,
31:12.7,31,27,-55,,,,,,
31:12.7,31,29,-50,,,,,,
31:12.7,31,24,-70,,,,,,
31:12.7,31,46,-66,,,,,,
31:12.7,31,45,-64,,,,,,
31:12.7,31,47,-63,,,,,,
31:12.8,31,33,-68,,,,,,
31:12.8,31,54,-60,,,,,,
31:12.8,31,39,-68,,,,,,
31:12.8,31,35,-68,,,,,,
31:12.8,31,56,-58,,,,,,
31:12.8,31,58,-68,,,,,,
31:12.8,31,64,-54,,,,,,
31:12.8,31,41,-75,,,,,,
31:12.8,31,60,-82,,,,,,
31:12.8,31,28,-58,,,,,,
31:12.8,31,29,-51,,,,,,
31:12.8,31,46,-65,,,,,,
31:12.8,31,23,-67,,,,,,
31:12.8,31,48,-57,,,,,,
31:12.8,31,26,-68,,,,,,
31:12.8,31,25,-64,,,,,,
31:12.8,31,47,-62,,,,,,
31:12.9,31,53,-60,,,,,,
31:12.9,31,31,-58,,,,,,
31:12.9,31,30,-52,,,,,,
31:12.9,31,39,-68,,,,,,
31:12.9,31,35,-67,,,,,,
31:12.9,31,57,-65,,,,,,
31:12.9,31,59,-76,,,,,,
31:12.9,31,58,-68,,,,,,
31:12.9,31,42,-79,,,,,,
31:12.9,31,41,-72,,,,,,
31:12.9,31,28,-58,,,,,,
31:12.9,31,27,-55,,,,,,
31:12.9,31,29,-50,,,,,,
31:12.9,31,46,-65,,,,,,
31:12.9,31,23,-67,,,,,,
31:12.9,31,26,-70,,,,,,
31:13.1,31,31,-57,,,,,,
31:13.1,31,30,-53,,,,,,
31:13.1,31,55,-66,,,,,,
31:13.1,31,35,-67,,,,,,
31:13.1,31,37,-68,,,,,,
31:13.1,31,36,-69,,,,,,
31:13.1,31,64,-54,,,,,,
31:13.1,31,63,-58,,,,,,
31:13.1,31,43,-67,,,,,,
31:13.1,31,40,-78,,,,,,
31:13.1,31,28,-57,,,,,,
31:13.1,31,27,-56,,,,,,
31:13.1,31,29,-49,,,,,,
31:13.1,31,46,-66,,,,,,
31:13.1,31,23,-67,,,,,,
31:13.1,31,25,-63,,,,,,
31:13.2,31,31,-57,,,,,,
31:13.2,31,38,-79,,,,,,
31:13.2,31,35,-67,,,,,,
31:13.2,31,59,-74,,,,,,
31:13.2,31,37,-66,,,,,,
31:13.2,31,64,-54,,,,,,
31:13.2,31,44,-72,,,,,,
31:13.2,31,43,-69,,,,,,
31:13.2,31,40,-78,,,,,,
31:13.2,31,28,-58,,,,,,
31:13.2,31,27,-56,,,,,,
31:13.2,31,46,-66,,,,,,
31:13.2,31,45,-66,,,,,,
31:13.2,31,48,-56,,,,,,
31:13.2,31,25,-64,,,,,,
31:13.3,31,31,-57,,,,,,
31:13.3,31,30,-53,,,,,,
31:13.3,31,33,-67,,,,,,
31:13.3,31,54,-60,,,,,,
31:13.3,31,38,-78,,,,,,
31:13.3,31,35,-67,,,,,,
31:13.3,31,37,-69,,,,,,
31:13.3,31,58,-66,,,,,,
31:13.3,31,36,-69,,,,,,
31:13.3,31,42,-80,,,,,,
31:13.3,31,63,-58,,,,,,
31:13.3,31,22,-67,,,,,,
31:13.3,31,21,-68,,,,,,
31:13.3,31,60,-76,,,,,,
31:13.3,31,40,-78,,,,,,
31:13.3,31,26,-71,,,,,,
31:13.3,31,25,-64,,,,,,
31:13.3,31,47,-61,,,,,,
31:13.4,31,31,-58,,,,,,
31:13.4,31,54,-60,,,,,,
31:13.4,31,34,-62,,,,,,
31:13.4,31,36,-69,,,,,,
31:13.4,31,64,-54,,,,,,
31:13.4,31,21,-68,,,,,,
31:13.4,31,60,-75,,,,,,
31:13.4,31,61,-54,,,,,,
31:13.4,31,28,-58,,,,,,
31:13.4,31,29,-49,,,,,,
31:13.4,31,46,-66,,,,,,
31:13.4,31,45,-66,,,,,,
31:13.4,31,26,-71,,,,,,
31:13.5,31,31,-58,,,,,,
31:13.5,31,33,-66,,,,,,
31:13.5,31,34,-62,,,,,,
31:13.5,31,42,-90,,,,,,
31:13.5,31,44,-73,,,,,,
31:13.5,31,22,-68,,,,,,
31:13.5,31,21,-68,,,,,,
31:13.5,31,60,-74,,,,,,
31:13.5,31,62,-70,,,,,,
31:13.5,31,40,-84,,,,,,
31:13.5,31,28,-58,,,,,,
31:13.5,31,29,-49,,,,,,
31:13.5,31,26,-71,,,,,,
31:13.5,31,25,-63,,,,,,
31:13.5,31,47,-61,,,,,,
31:13.6,31,53,-60,,,,,,
31:13.6,31,30,-52,,,,,,
31:13.6,31,57,-64,,,,,,
31:13.6,31,58,-65,,,,,,
31:13.6,31,63,-59,,,,,,
31:13.6,31,44,-73,,,,,,
31:13.6,31,60,-73,,,,,,
31:13.6,31,61,-55,,,,,,
31:13.6,31,27,-57,,,,,,
31:13.6,31,25,-64,,,,,,
31:13.6,31,47,-61,,,,,,
31:13.7,31,31,-57,,,,,,
31:13.7,31,33,-68,,,,,,
31:13.7,31,54,-60,,,,,,
31:13.7,31,32,-69,,,,,,
31:13.7,31,57,-64,,,,,,
31:13.7,31,36,-69,,,,,,
31:13.7,31,64,-54,,,,,,
31:13.7,31,63,-59,,,,,,
31:13.7,31,44,-73,,,,,,
31:13.7,31,62,-69,,,,,,
31:13.7,31,40,-83,,,,,,
31:13.7,31,61,-55,,,,,,
31:13.7,31,28,-58,,,,,,
31:13.7,31,27,-57,,,,,,
31:13.7,31,29,-49,,,,,,
31:13.7,31,23,-66,,,,,,
31:13.7,31,25,-65,,,,,,
31:13.8,31,53,-61,,,,,,
31:13.8,31,33,-68,,,,,,
31:13.8,31,54,-60,,,,,,
31:13.8,31,34,-62,,,,,,
31:13.8,31,58,-66,,,,,,
31:13.8,31,42,-82,,,,,,
31:13.8,31,63,-60,,,,,,
31:13.8,31,60,-72,,,,,,
31:13.8,31,40,-78,,,,,,
31:13.8,31,61,-55,,,,,,
31:13.8,31,28,-58,,,,,,
31:13.8,31,27,-59,,,,,,
31:13.8,31,46,-67,,,,,,
31:13.8,31,23,-67,,,,,,
31:13.8,31,45,-66,,,,,,
31:13.8,31,25,-66,,,,,,
31:13.9,31,53,-60,,,,,,
31:13.9,31,55,-64,,,,,,
31:13.9,31,54,-58,,,,,,
31:13.9,31,32,-64,,,,,,
31:13.9,31,38,-69,,,,,,
31:13.9,31,35,-58,,,,,,
31:13.9,31,34,-60,,,,,,
31:13.9,31,56,-58,,,,,,
31:13.9,31,37,-65,,,,,,
31:13.9,31,58,-65,,,,,,
31:13.9,31,64,-53,,,,,,
31:13.9,31,60,-78,,,,,,
31:13.9,31,40,-67,,,,,,
31:13.9,31,28,-55,,,,,,
31:13.9,31,27,-62,,,,,,
31:13.9,31,29,-50,,,,,,
31:13.9,31,45,-63,,,,,,
31:13.9,31,48,-58,,,,,,
31:13.9,31,25,-64,,,,,,
31:14.0,31,54,-58,,,,,,
31:14.0,31,32,-64,,,,,,
31:14.0,31,34,-60,,,,,,
31:14.0,31,56,-58,,,,,,
31:14.0,31,37,-70,,,,,,
31:14.0,31,42,-69,,,,,,
31:14.0,31,64,-54,,,,,,
31:14.0,31,62,-66,,,,,,
31:14.0,31,40,-67,,,,,,
31:14.0,31,27,-64,,,,,,
31:14.0,31,23,-73,,,,,,
31:14.0,31,48,-59,,,,,,
31:14.1,31,55,-64,,,,,,
31:14.1,31,33,-69,,,,,,
31:14.1,31,59,-78,,,,,,
31:14.1,31,37,-71,,,,,,
31:14.1,31,22,-72,,,,,,
31:14.1,31,43,-77,,,,,,
31:14.1,31,21,-68,,,,,,
31:14.1,31,60,-73,,,,,,
31:14.1,31,29,-49,,,,,,
31:14.1,31,24,-64,,,,,,
31:14.1,31,45,-60,,,,,,
31:14.2,31,54,-57,,,,,,
31:14.2,31,39,-68,,,,,,
31:14.2,31,35,-58,,,,,,
31:14.2,31,34,-60,,,,,,
31:14.2,31,56,-59,,,,,,
31:14.2,31,59,-75,,,,,,
31:14.2,31,37,-73,,,,,,
31:14.2,31,63,-59,,,,,,
31:14.2,31,21,-68,,,,,,
31:14.2,31,61,-54,,,,,,
31:14.2,31,28,-56,,,,,,
31:14.2,31,27,-66,,,,,,
31:14.2,31,29,-49,,,,,,
31:14.2,31,24,-64,,,,,,
31:14.2,31,48,-59,,,,,,
31:14.3,31,31,-57,,,,,,
31:14.3,31,55,-64,,,,,,
31:14.3,31,54,-56,,,,,,
31:14.3,31,32,-64,,,,,,
31:14.3,31,37,-73,,,,,,
31:14.3,31,58,-61,,,,,,
31:14.3,31,36,-72,,,,,,
31:14.3,31,63,-59,,,,,,
31:14.3,31,21,-67,,,,,,
31:14.3,31,29,-49,,,,,,
31:14.4,31,53,-60,,,,,,
31:14.4,31,31,-56,,,,,,
31:14.4,31,30,-54,,,,,,
31:14.4,31,54,-56,,,,,,
31:14.4,31,32,-64,,,,,,
31:14.4,31,35,-58,,,,,,
31:14.4,31,57,-67,,,,,,
31:14.4,31,34,-60,,,,,,
31:14.4,31,59,-69,,,,,,
31:14.4,31,37,-75,,,,,,
31:14.4,31,64,-54,,,,,,
31:14.4,31,41,-64,,,,,,
31:14.4,31,27,-67,,,,,,
31:14.4,31,29,-48,,,,,,
31:14.4,31,46,-61,,,,,,
31:14.4,31,45,-66,,,,,,
31:14.4,31,48,-60,,,,,,
31:14.4,31,26,-67,,,,,,
31:14.4,31,47,-72,,,,,,
31:14.5,31,30,-54,,,,,,
31:14.5,31,55,-64,,,,,,
31:14.5,31,33,-74,,,,,,
31:14.5,31,54,-55,,,,,,
31:14.5,31,38,-68,,,,,,
31:14.5,31,35,-60,,,,,,
31:14.5,31,56,-58,,,,,,
31:14.5,31,59,-69,,,,,,
31:14.5,31,42,-69,,,,,,
31:14.5,31,64,-54,,,,,,
31:14.5,31,62,-69,,,,,,
31:14.5,31,40,-79,,,,,,
31:14.5,31,29,-48,,,,,,
31:14.5,31,45,-67,,,,,,
31:14.5,31,48,-60,,,,,,
31:14.6,31,31,-54,,,,,,
31:14.6,31,30,-55,,,,,,
31:14.6,31,54,-55,,,,,,
31:14.6,31,35,-61,,,,,,
31:14.6,31,34,-62,,,,,,
31:14.6,31,37,-83,,,,,,
31:14.6,31,42,-68,,,,,,
31:14.6,31,63,-62,,,,,,
31:14.6,31,22,-69,,,,,,
31:14.6,31,27,-62,,,,,,
31:14.6,31,24,-66,,,,,,
31:14.6,31,47,-74,,,,,,
31:14.7,31,30,-55,,,,,,
31:14.7,31,55,-62,,,,,,
31:14.7,31,33,-67,,,,,,
31:14.7,31,54,-55,,,,,,
31:14.7,31,35,-62,,,,,,
31:14.7,31,57,-65,,,,,,
31:14.7,31,34,-63,,,,,,
31:14.7,31,59,-66,,,,,,
31:14.7,31,58,-61,,,,,,
31:14.7,31,44,-69,,,,,,
31:14.7,31,43,-66,,,,,,
31:14.7,31,60,-68,,,,,,
31:14.7,31,40,-84,,,,,,
31:14.7,31,28,-57,,,,,,
31:14.7,31,27,-61,,,,,,
31:14.7,31,29,-47,,,,,,
31:14.7,31,46,-62,,,,,,
31:14.7,31,45,-69,,,,,,
31:14.8,31,55,-61,,,,,,
31:14.8,31,54,-54,,,,,,
31:14.8,31,38,-75,,,,,,
31:14.8,31,34,-64,,,,,,
31:14.8,31,37,-74,,,,,,
31:14.8,31,58,-61,,,,,,
31:14.8,31,42,-68,,,,,,
31:14.8,31,64,-53,,,,,,
31:14.8,31,63,-61,,,,,,
31:14.8,31,22,-66,,,,,,
31:14.8,31,60,-67,,,,,,
31:14.8,31,62,-68,,,,,,
