board_id,block_id,reg_dt,major,minor,lc1,lc2,lc3,lc4,etc,insert_dt
K010,1,19:14.1,1,37,81,0,95,126,\N,19:14.1
K010,2,19:14.1,1,38,0,59,196,0,\N,19:14.1
K010,3,19:14.1,1,39,106,0,0,168,\N,19:14.1
K010,4,19:14.1,1,40,0,0,59,54,\N,19:14.1
K014,4,19:14.2,1,56,231,999,999,999,\N,19:14.6
K015,1,19:14.2,1,57,466,315,54,130,\N,19:14.6
K009,3,19:14.3,1,35,108,74,81,0,\N,19:14.6
K009,4,19:14.3,1,36,0,0,54,0,\N,19:14.6
K010,1,19:14.4,1,37,82,0,95,125,\N,19:14.6
K010,2,19:14.4,1,38,0,77,196,0,\N,19:14.6
K010,3,19:14.4,1,39,105,0,0,168,\N,19:14.6
K010,4,19:14.4,1,40,0,0,59,54,\N,19:14.6
K015,4,19:14.2,1,60,65,0,156,0,\N,19:14.6
K015,1,19:14.5,1,57,999,999,65,0,\N,19:14.6
K015,4,19:14.5,1,60,59,0,151,0,\N,19:14.6
K014,4,19:14.6,1,56,0,999,999,999,\N,19:15.0
K009,3,19:14.7,1,35,0,0,999,999,\N,19:15.0
K010,1,19:14.7,1,37,107,0,128,118,\N,19:15.0
K010,2,19:14.7,1,38,999,999,287,95,\N,19:15.0
K009,4,19:14.7,1,36,0,0,56,0,\N,19:15.0
K014,4,19:14.9,1,56,170,320,482,573,\N,19:15.0
K010,3,19:14.7,1,39,88,0,0,188,\N,19:15.0
K010,4,19:14.7,1,40,0,0,59,0,\N,19:15.0
K015,1,19:15.0,1,57,394,233,0,100,\N,19:15.0
K015,4,19:15.0,1,60,76,0,127,55,\N,19:15.0
K009,3,19:15.0,1,35,134,112,999,999,\N,19:15.3
K010,1,19:15.0,1,37,87,0,97,136,\N,19:15.3
K010,2,19:15.0,1,38,999,999,214,0,\N,19:15.3
K010,3,19:15.0,1,39,80,0,0,198,\N,19:15.3
K010,4,19:15.0,1,40,0,0,59,0,\N,19:15.3
K009,4,19:15.0,1,36,51,0,60,0,\N,19:15.3
K014,4,19:15.1,1,56,173,668,999,999,\N,19:15.3
K015,1,19:15.1,1,57,757,609,0,115,\N,19:15.3
K015,4,19:15.1,1,60,75,0,122,54,\N,19:15.3
K010,1,19:15.3,1,37,82,0,101,119,\N,19:15.3
K010,2,19:15.3,1,38,999,999,182,0,\N,19:15.3
K009,3,19:15.3,1,35,75,0,999,999,\N,19:15.3
K009,4,19:15.3,1,36,0,0,57,0,\N,19:15.3
K010,3,19:15.3,1,39,91,0,0,190,\N,19:15.3
K010,4,19:15.3,1,40,0,0,59,0,\N,19:15.3
K014,4,19:15.4,1,56,0,984,999,999,\N,19:15.7
K015,1,19:15.4,1,57,900,782,0,136,\N,19:15.7
K015,4,19:15.4,1,60,73,0,123,57,\N,19:15.7
K009,3,19:15.6,1,35,0,0,999,999,\N,19:15.7
K009,4,19:15.6,1,36,0,0,59,0,\N,19:15.7
K010,1,19:15.6,1,37,75,64,110,106,\N,19:15.7
K010,2,19:15.6,1,38,733,995,158,0,\N,19:15.7
K010,3,19:15.6,1,39,103,0,0,178,\N,19:15.7
K010,4,19:15.6,1,40,0,0,58,0,\N,19:15.7
K014,4,19:15.7,1,56,75,770,999,999,\N,19:15.7
K015,1,19:15.7,1,57,834,677,0,103,\N,19:16.2
K015,4,19:15.7,1,60,77,0,123,56,\N,19:16.2
K009,3,19:15.9,1,35,0,273,999,999,\N,19:16.2
K009,4,19:15.9,1,36,0,0,59,0,\N,19:16.2
K010,1,19:15.9,1,37,75,66,118,101,\N,19:16.2
K010,2,19:15.9,1,38,717,962,149,0,\N,19:16.2
K010,3,19:15.9,1,39,111,0,0,177,\N,19:16.2
K010,4,19:15.9,1,40,0,0,57,0,\N,19:16.2
K014,4,19:16.0,1,56,85,711,999,999,\N,19:16.2
K015,1,19:16.1,1,57,898,766,0,95,\N,19:16.2
K015,4,19:16.1,1,60,77,0,123,55,\N,19:16.2
K009,3,19:16.3,1,35,0,203,999,999,\N,19:16.6
K009,4,19:16.3,1,36,0,0,59,0,\N,19:16.6
K010,1,19:16.3,1,37,74,62,114,104,\N,19:16.6
K010,2,19:16.3,1,38,718,945,157,0,\N,19:16.6
K010,3,19:16.3,1,39,109,0,0,176,\N,19:16.6
K010,4,19:16.3,1,40,0,0,57,0,\N,19:16.6
K014,4,19:16.4,1,56,78,718,999,999,\N,19:16.6
K015,1,19:16.4,1,57,999,959,0,99,\N,19:16.6
K015,4,19:16.4,1,60,78,0,122,55,\N,19:16.6
K010,1,19:16.6,1,37,75,57,114,108,\N,19:16.6
K010,2,19:16.6,1,38,771,999,163,0,\N,19:16.6
K010,3,19:16.6,1,39,108,0,0,176,\N,19:16.6
K010,4,19:16.6,1,40,0,0,57,0,\N,19:16.6
K009,3,19:16.6,1,35,0,159,999,999,\N,19:16.9
K009,4,19:16.6,1,36,0,0,59,0,\N,19:16.9
K014,4,19:16.6,1,56,95,684,999,999,\N,19:16.9
K015,1,19:16.7,1,57,999,999,0,100,\N,19:16.9
K015,4,19:16.7,1,60,78,0,121,55,\N,19:16.9
K010,1,19:16.9,1,37,76,55,114,109,\N,19:16.9
K010,2,19:16.9,1,38,792,999,165,0,\N,19:16.9
K010,3,19:16.9,1,39,107,0,0,176,\N,19:16.9
K010,4,19:16.9,1,40,0,0,57,0,\N,19:16.9
K009,3,19:16.9,1,35,0,179,999,999,\N,19:16.9
K009,4,19:16.9,1,36,0,0,59,0,\N,19:17.5
K014,4,19:17.0,1,56,103,675,999,999,\N,19:17.5
K015,1,19:17.1,1,57,999,999,0,97,\N,19:17.5
K015,4,19:17.1,1,60,78,0,121,55,\N,19:17.5
K010,1,19:17.2,1,37,76,55,114,109,\N,19:17.5
K010,2,19:17.2,1,38,785,999,162,0,\N,19:17.5
K010,3,19:17.2,1,39,107,0,0,176,\N,19:17.5
K010,4,19:17.2,1,40,0,0,57,0,\N,19:17.5
K009,3,19:17.3,1,35,0,193,999,999,\N,19:17.5
K014,4,19:17.3,1,56,109,666,999,999,\N,19:17.5
K009,4,19:17.3,1,36,0,0,59,0,\N,19:17.5
K015,1,19:17.4,1,57,999,999,0,100,\N,19:17.5
K010,1,19:17.5,1,37,77,51,116,111,\N,19:17.8
K010,2,19:17.5,1,38,843,999,164,0,\N,19:17.8
K010,3,19:17.5,1,39,107,0,0,175,\N,19:17.8
K010,4,19:17.5,1,40,0,0,57,0,\N,19:17.8
K009,3,19:17.6,1,35,0,167,999,999,\N,19:17.8
K015,4,19:17.4,1,60,78,0,120,55,\N,19:17.8
K009,4,19:17.6,1,36,0,0,59,0,\N,19:17.8
K014,4,19:17.8,1,56,120,650,999,999,\N,19:17.8
K015,1,19:17.8,1,57,999,999,0,100,\N,19:17.8
K015,4,19:17.8,1,60,78,0,120,55,\N,19:17.8
K010,1,19:17.8,1,37,79,0,117,114,\N,19:18.2
K010,2,19:17.8,1,38,897,999,169,0,\N,19:18.2
K009,3,19:17.9,1,35,55,136,999,999,\N,19:18.2
K014,4,19:17.9,1,56,134,629,999,999,\N,19:18.2
K010,3,19:17.8,1,39,107,0,0,175,\N,19:18.2
K010,4,19:17.8,1,40,0,0,57,0,\N,19:18.2
K009,4,19:17.9,1,36,0,0,59,0,\N,19:18.2
K015,1,19:18.1,1,57,999,999,0,102,\N,19:18.2
K015,4,19:18.1,1,60,78,0,119,54,\N,19:18.2
K014,4,19:18.2,1,56,151,596,999,999,\N,19:18.2
K010,1,19:18.3,1,37,80,0,120,116,\N,19:18.7
K010,2,19:18.3,1,38,979,999,175,0,\N,19:18.7
K010,3,19:18.3,1,39,106,0,0,174,\N,19:18.7
K010,4,19:18.3,1,40,0,0,57,0,\N,19:18.7
K009,3,19:18.4,1,35,72,104,999,999,\N,19:18.7
K015,1,19:18.4,1,57,999,999,0,108,\N,19:18.7
K015,4,19:18.4,1,60,78,0,119,55,\N,19:18.7
K009,4,19:18.4,1,36,0,0,58,0,\N,19:18.7
K014,4,19:18.5,1,56,162,581,999,999,\N,19:18.7
K010,1,19:18.5,1,37,81,0,121,118,\N,19:18.7
K010,2,19:18.5,1,38,999,999,181,0,\N,19:18.7
K010,3,19:18.5,1,39,104,0,0,174,\N,19:18.7
K010,4,19:18.5,1,40,0,0,57,0,\N,19:18.7
K015,1,19:18.6,1,57,999,999,0,108,\N,19:18.7
K015,4,19:18.6,1,60,78,0,118,54,\N,19:18.7
K009,3,19:18.7,1,35,82,88,999,999,\N,19:19.1
K009,4,19:18.7,1,36,0,0,58,0,\N,19:19.1
K014,4,19:18.8,1,56,160,590,999,999,\N,19:19.1
K010,1,19:18.8,1,37,80,0,120,118,\N,19:19.1
K010,2,19:18.8,1,38,999,999,180,0,\N,19:19.1
K010,3,19:18.8,1,39,103,0,0,174,\N,19:19.1
K010,4,19:18.8,1,40,0,0,57,0,\N,19:19.1
K009,3,19:18.9,1,35,76,108,999,999,\N,19:19.1
K009,4,19:18.9,1,36,0,0,58,0,\N,19:19.1
K010,1,19:19.1,1,37,80,0,120,117,\N,19:19.4
K010,2,19:19.1,1,38,998,999,179,0,\N,19:19.4
K010,3,19:19.1,1,39,103,0,0,174,\N,19:19.4
K010,4,19:19.1,1,40,0,0,56,0,\N,19:19.4
K015,1,19:19.1,1,57,999,999,0,107,\N,19:19.4
K014,4,19:19.1,1,56,159,595,999,999,\N,19:19.4
K015,4,19:19.1,1,60,78,0,119,55,\N,19:19.4
K009,3,19:19.2,1,35,80,111,999,999,\N,19:19.4
K009,4,19:19.2,1,36,0,0,58,0,\N,19:19.4
K015,1,19:19.4,1,57,999,999,0,108,\N,19:19.4
K015,4,19:19.4,1,60,78,0,118,54,\N,19:19.8
K014,4,19:19.4,1,56,144,620,999,999,\N,19:19.8
K009,3,19:19.4,1,35,73,131,999,999,\N,19:19.8
K009,4,19:19.4,1,36,0,0,58,0,\N,19:19.8
K010,1,19:19.5,1,37,79,0,119,116,\N,19:19.8
K010,2,19:19.5,1,38,950,999,174,0,\N,19:19.8
K010,3,19:19.5,1,39,104,0,0,174,\N,19:19.8
K010,4,19:19.5,1,40,0,0,56,0,\N,19:19.8
K015,1,19:19.6,1,57,999,999,0,105,\N,19:19.8
K015,4,19:19.6,1,60,77,0,119,54,\N,19:19.8
K014,4,19:19.7,1,56,146,615,999,999,\N,19:19.8
K009,3,19:19.7,1,35,73,136,999,999,\N,19:19.8
K009,4,19:19.7,1,36,0,0,58,0,\N,19:19.8
K010,1,19:19.8,1,37,80,0,119,116,\N,19:20.2
K010,2,19:19.8,1,38,961,999,175,0,\N,19:20.2
K010,3,19:19.8,1,39,104,0,0,174,\N,19:20.2
K010,4,19:19.8,1,40,0,0,56,0,\N,19:20.2
K015,1,19:19.8,1,57,999,999,0,105,\N,19:20.2
K015,4,19:19.8,1,60,77,0,119,54,\N,19:20.2
K014,4,19:20.0,1,56,151,600,999,999,\N,19:20.2
K010,1,19:20.1,1,37,80,0,119,117,\N,19:20.2
K010,2,19:20.1,1,38,982,999,176,0,\N,19:20.2
K010,3,19:20.1,1,39,103,0,0,173,\N,19:20.2
K010,4,19:20.1,1,40,0,0,56,0,\N,19:20.2
K015,1,19:20.2,1,57,999,999,0,106,\N,19:20.2
K015,4,19:20.2,1,60,77,0,119,54,\N,19:20.2
K009,3,19:20.3,1,35,78,131,999,999,\N,19:20.6
K009,4,19:20.3,1,36,0,0,58,0,\N,19:20.6
K014,4,19:20.4,1,56,154,590,999,999,\N,19:20.6
K010,1,19:20.4,1,37,80,0,119,118,\N,19:20.6
K010,2,19:20.4,1,38,999,999,178,0,\N,19:20.6
K010,3,19:20.4,1,39,103,0,0,173,\N,19:20.6
K010,4,19:20.4,1,40,0,0,56,0,\N,19:20.6
K009,3,19:20.5,1,35,80,122,999,999,\N,19:20.6
K009,4,19:20.5,1,36,0,0,58,0,\N,19:20.6
K015,1,19:20.5,1,57,999,999,0,107,\N,19:20.6
K009,3,19:20.7,1,35,81,115,999,999,\N,19:21.0
K009,4,19:20.7,1,36,0,0,58,0,\N,19:21.0
K010,1,19:20.8,1,37,80,0,119,118,\N,19:21.0
K010,2,19:20.8,1,38,999,999,178,0,\N,19:21.0
K015,4,19:20.5,1,60,77,0,118,54,\N,19:21.0
K014,4,19:20.8,1,56,155,585,999,999,\N,19:21.0
K010,3,19:20.8,1,39,103,0,0,173,\N,19:21.0
K010,4,19:20.8,1,40,0,0,56,0,\N,19:21.0
K015,1,19:20.9,1,57,999,999,0,105,\N,19:21.0
K015,4,19:20.9,1,60,77,0,118,54,\N,19:21.0
K014,4,19:21.0,1,56,151,596,999,999,\N,19:21.0
K009,3,19:21.0,1,35,77,131,999,999,\N,19:21.5
K010,1,19:21.1,1,37,80,0,119,117,\N,19:21.5
K010,2,19:21.1,1,38,989,999,175,0,\N,19:21.5
K015,1,19:21.2,1,57,999,999,0,105,\N,19:21.5
K015,4,19:21.2,1,60,77,0,118,54,\N,19:21.5
K009,4,19:21.0,1,36,0,0,58,0,\N,19:21.5
K010,3,19:21.1,1,39,103,0,0,173,\N,19:21.5
K010,4,19:21.1,1,40,0,0,56,0,\N,19:21.5
K015,1,19:21.4,1,57,999,999,0,108,\N,19:21.5
K015,4,19:21.4,1,60,77,0,118,54,\N,19:21.5
K009,3,19:21.5,1,35,80,118,999,999,\N,19:21.8
K014,4,19:21.5,1,56,151,598,999,999,\N,19:21.8
K009,4,19:21.5,1,36,0,0,58,0,\N,19:21.8
K010,1,19:21.6,1,37,80,0,119,118,\N,19:21.8
K010,2,19:21.6,1,38,999,999,178,0,\N,19:21.8
K010,3,19:21.6,1,39,102,0,0,173,\N,19:21.8
K010,4,19:21.6,1,40,0,0,56,0,\N,19:21.8
K015,1,19:21.7,1,57,999,999,0,108,\N,19:21.8
K015,4,19:21.7,1,60,77,0,118,54,\N,19:21.8
K009,3,19:21.8,1,35,82,109,999,999,\N,19:21.8
K014,4,19:21.8,1,56,157,581,999,999,\N,19:21.8
K010,1,19:21.8,1,37,81,0,119,118,\N,19:21.8
K010,2,19:21.8,1,38,999,999,180,0,\N,19:21.8
K009,4,19:21.8,1,36,0,0,57,0,\N,19:22.3
K010,3,19:21.8,1,39,102,0,0,173,\N,19:22.3
K010,4,19:21.8,1,40,0,0,56,0,\N,19:22.3
K015,1,19:22.0,1,57,999,999,52,109,\N,19:22.3
K015,4,19:22.0,1,60,78,0,118,54,\N,19:22.3
K009,3,19:22.0,1,35,83,105,999,999,\N,19:22.3
K009,4,19:22.0,1,36,0,0,58,0,\N,19:22.3
K010,1,19:22.1,1,37,81,0,119,119,\N,19:22.3
K010,2,19:22.1,1,38,999,999,181,0,\N,19:22.3
K010,3,19:22.1,1,39,102,0,0,173,\N,19:22.3
K010,4,19:22.1,1,40,0,0,56,0,\N,19:22.3
K015,1,19:22.3,1,57,999,999,52,109,\N,19:22.3
K009,3,19:22.3,1,35,87,87,999,999,\N,19:22.3
K015,4,19:22.3,1,60,77,0,117,54,\N,19:22.7
K009,4,19:22.3,1,36,0,0,57,0,\N,19:22.7
K010,1,19:22.4,1,37,82,0,120,120,\N,19:22.7
K010,2,19:22.4,1,38,999,999,183,0,\N,19:22.7
K014,4,19:22.4,1,56,159,579,999,999,\N,19:22.7
K010,3,19:22.4,1,39,101,0,0,172,\N,19:22.7
K010,4,19:22.4,1,40,0,0,56,0,\N,19:22.7
K015,1,19:22.6,1,57,999,999,52,108,\N,19:22.7
K015,4,19:22.6,1,60,77,0,117,54,\N,19:22.7
K009,3,19:22.7,1,35,89,81,999,999,\N,19:22.7
K014,4,19:22.7,1,56,162,573,999,999,\N,19:22.7
K010,1,19:22.7,1,37,82,0,120,119,\N,19:22.7
K010,2,19:22.7,1,38,999,999,182,0,\N,19:22.7
K009,4,19:22.7,1,36,0,0,57,0,\N,19:23.3
K010,3,19:22.7,1,39,101,0,0,172,\N,19:23.3
K010,4,19:22.7,1,40,0,0,56,0,\N,19:23.3
K015,1,19:23.0,1,57,999,999,0,106,\N,19:23.3
K015,4,19:23.0,1,60,77,0,118,54,\N,19:23.3
K014,4,19:23.7,1,56,161,575,999,999,\N,19:23.7
K010,1,19:23.7,1,37,80,0,118,117,\N,19:23.7
K010,2,19:23.7,1,38,998,999,175,0,\N,19:23.7
K009,3,19:23.7,1,35,80,133,999,999,\N,19:23.7
K009,4,19:23.7,1,36,0,0,57,0,\N,19:23.7
K010,3,19:23.7,1,39,101,0,0,173,\N,19:23.7
K010,4,19:23.7,1,40,0,0,55,0,\N,19:23.7
K015,1,19:23.8,1,57,999,999,0,109,\N,19:24.3
K009,3,19:24.0,1,35,78,152,999,999,\N,19:24.3
K010,1,19:24.0,1,37,79,0,118,116,\N,19:24.3
K010,2,19:24.0,1,38,968,999,172,0,\N,19:24.3
K009,4,19:24.0,1,36,0,0,57,0,\N,19:24.3
K010,3,19:24.0,1,39,102,0,0,173,\N,19:24.3
K010,4,19:24.0,1,40,0,0,55,0,\N,19:24.3
K015,4,19:23.8,1,60,77,0,117,54,\N,19:24.3
K010,1,19:24.2,1,37,79,0,117,117,\N,19:24.3
K010,2,19:24.2,1,38,972,999,173,0,\N,19:24.3
K009,3,19:24.2,1,35,78,141,999,999,\N,19:24.3
K014,4,19:24.2,1,56,160,581,999,999,\N,19:24.3
K015,1,19:24.3,1,57,999,999,0,109,\N,19:24.7
K015,4,19:24.3,1,60,76,0,117,54,\N,19:24.7
K009,4,19:24.2,1,36,0,0,57,0,\N,19:24.7
K010,3,19:24.2,1,39,101,0,0,173,\N,19:24.7
K010,4,19:24.2,1,40,0,0,56,0,\N,19:24.7
K014,4,19:24.4,1,56,155,599,999,999,\N,19:24.7
K015,4,19:24.4,1,60,77,0,118,54,\N,19:24.7
K009,3,19:24.5,1,35,78,115,999,999,\N,19:24.7
K009,4,19:24.5,1,36,0,0,57,0,\N,19:24.7
K010,1,19:24.7,1,37,80,0,117,119,\N,19:25.0
K010,2,19:24.7,1,38,999,999,181,0,\N,19:25.0
K015,1,19:24.7,1,57,999,999,55,108,\N,19:25.0
K014,4,19:24.7,1,56,146,612,999,999,\N,19:25.0
K010,3,19:24.7,1,39,101,0,0,172,\N,19:25.0
K010,4,19:24.7,1,40,0,0,55,0,\N,19:25.0
K015,4,19:24.7,1,60,77,0,117,54,\N,19:25.0
K009,3,19:24.8,1,35,78,82,999,999,\N,19:25.0
K009,4,19:24.8,1,36,0,0,57,0,\N,19:25.0
K015,1,19:24.8,1,57,999,999,59,107,\N,19:25.0
K014,4,19:24.8,1,56,144,608,999,999,\N,19:25.0
K010,1,19:24.8,1,37,81,0,116,120,\N,19:25.0
K010,2,19:24.8,1,38,999,999,186,0,\N,19:25.0
K010,3,19:24.8,1,39,99,0,0,172,\N,19:25.0
K010,4,19:24.8,1,40,0,0,55,0,\N,19:25.0
K015,4,19:24.8,1,60,77,0,117,54,\N,19:25.0
K009,3,19:25.0,1,35,82,0,999,999,\N,19:25.3
K009,4,19:25.0,1,36,0,0,57,0,\N,19:25.3
K015,1,19:25.1,1,57,999,999,60,109,\N,19:25.3
K014,4,19:25.1,1,56,149,592,999,999,\N,19:25.3
K010,1,19:25.1,1,37,82,0,116,120,\N,19:25.3
K010,2,19:25.1,1,38,999,999,193,0,\N,19:25.3
K010,3,19:25.1,1,39,97,0,0,173,\N,19:25.3
K010,4,19:25.1,1,40,0,0,55,0,\N,19:25.3
K015,4,19:25.1,1,60,77,0,117,54,\N,19:25.3
K009,3,19:25.3,1,35,77,67,999,999,\N,19:25.3
K014,4,19:25.3,1,56,160,561,999,999,\N,19:25.3
K010,1,19:25.3,1,37,82,0,115,120,\N,19:25.3
K010,2,19:25.3,1,38,999,999,197,0,\N,19:25.3
K015,1,19:25.3,1,57,999,999,61,99,\N,19:25.3
K009,4,19:25.3,1,36,0,0,57,0,\N,19:25.3
K010,3,19:25.3,1,39,96,0,0,173,\N,19:25.7
K010,4,19:25.3,1,40,0,0,55,0,\N,19:25.7
K015,4,19:25.3,1,60,75,0,118,53,\N,19:25.7
K010,1,19:25.5,1,37,80,0,114,118,\N,19:25.7
K010,2,19:25.5,1,38,999,999,185,0,\N,19:25.7
K010,3,19:25.5,1,39,96,0,0,174,\N,19:25.7
K010,4,19:25.5,1,40,0,0,55,0,\N,19:25.7
K015,1,19:25.5,1,57,999,999,93,98,\N,19:25.7
K014,4,19:25.5,1,56,172,531,999,999,\N,19:25.7
K015,4,19:25.5,1,60,75,0,118,53,\N,19:25.7
K010,1,19:25.7,1,37,80,0,112,118,\N,19:25.7
K010,2,19:25.7,1,38,999,999,182,0,\N,19:25.7
K010,3,19:25.7,1,39,96,0,0,174,\N,19:25.7
K010,4,19:25.7,1,40,0,0,55,0,\N,19:25.7
K009,3,19:25.7,1,35,68,63,999,999,\N,19:25.7
K014,4,19:25.7,1,56,166,587,999,999,\N,19:25.7
K009,4,19:25.7,1,36,0,0,57,0,\N,19:26.1
K015,1,19:25.8,1,57,546,577,0,80,\N,19:26.1
K010,1,19:25.8,1,37,84,0,119,119,\N,19:26.1
K010,2,19:25.8,1,38,999,999,185,0,\N,19:26.1
K010,3,19:25.8,1,39,99,0,0,172,\N,19:26.1
K010,4,19:25.8,1,40,0,0,55,0,\N,19:26.1
K015,4,19:25.8,1,60,74,0,120,54,\N,19:26.1
K009,3,19:25.9,1,35,0,0,999,999,\N,19:26.1
K014,4,19:25.9,1,56,137,623,999,999,\N,19:26.1
K009,4,19:25.9,1,36,0,0,57,0,\N,19:26.1
K010,1,19:26.1,1,37,94,0,131,108,\N,19:26.1
K010,2,19:26.1,1,38,999,999,278,0,\N,19:26.1
K010,3,19:26.1,1,39,86,0,0,171,\N,19:26.1
K010,4,19:26.1,1,40,0,0,55,0,\N,19:26.1
K015,1,19:26.1,1,57,110,0,0,90,\N,19:26.4
K015,4,19:26.1,1,60,68,0,125,58,\N,19:26.4
K014,4,19:26.2,1,56,172,498,999,999,\N,19:26.4
K009,3,19:26.2,1,35,0,73,999,999,\N,19:26.4
K009,4,19:26.2,1,36,0,0,57,0,\N,19:26.4
K010,1,19:26.4,1,37,88,53,92,112,\N,19:26.4
K010,2,19:26.4,1,38,999,999,251,176,\N,19:26.4
K010,3,19:26.4,1,39,85,0,0,177,\N,19:26.4
K010,4,19:26.4,1,40,0,0,55,0,\N,19:26.4
K014,4,19:26.4,1,56,153,274,244,0,\N,19:26.4
K009,3,19:26.4,1,35,142,383,999,999,\N,19:26.4
K009,4,19:26.4,1,36,0,0,57,0,\N,19:26.8
K015,1,19:26.4,1,57,88,0,0,120,\N,19:26.8
K015,4,19:26.4,1,60,67,0,130,56,\N,19:26.8
K014,4,19:26.4,1,56,149,300,0,0,\N,19:26.8
K009,3,19:26.6,1,35,100,82,999,999,\N,19:26.8
K009,4,19:26.6,1,36,0,0,56,0,\N,19:26.8
K010,1,19:26.7,1,37,72,54,84,103,\N,19:26.8
K010,2,19:26.7,1,38,0,66,162,0,\N,19:26.8
K010,3,19:26.7,1,39,109,0,0,172,\N,19:26.8
K010,4,19:26.7,1,40,0,0,55,0,\N,19:26.8
K014,4,19:26.7,1,56,158,304,0,0,\N,19:26.8
K015,1,19:26.7,1,57,88,0,0,118,\N,19:26.8
K015,4,19:26.7,1,60,73,0,122,56,\N,19:26.8
Break,,,,,,,,,,
K015,1,19:31.1,1,57,115,54,0,109,\N,19:31.2
K009,3,19:31.1,1,35,182,74,999,999,\N,19:31.2
K015,4,19:31.1,1,60,71,0,127,57,\N,19:31.2
K014,4,19:31.2,1,56,139,275,0,0,\N,19:31.2
K010,1,19:31.3,1,37,95,0,126,144,\N,19:31.6
K010,2,19:31.3,1,38,999,999,0,0,\N,19:31.6
K009,4,19:31.1,1,36,75,0,83,0,\N,19:31.6
K015,1,19:31.4,1,57,121,57,0,103,\N,19:31.6
K015,4,19:31.4,1,60,73,0,125,55,\N,19:31.6
K010,3,19:31.3,1,39,138,97,0,168,\N,19:31.6
K010,4,19:31.3,1,40,0,0,57,0,\N,19:31.6
K014,4,19:31.5,1,56,140,273,0,0,\N,19:31.6
K009,3,19:31.5,1,35,0,152,999,999,\N,19:31.6
K009,4,19:31.5,1,36,55,0,71,0,\N,19:31.6
K010,1,19:31.6,1,37,82,0,86,128,\N,19:32.0
