reg_dt,21_rssi,21_lc1,21_lc2,21_lc3,21_lc4,22_rssi,22_lc1,22_lc2,22_lc3,22_lc4,23_rssi,23_lc1,23_lc2,23_lc3,23_lc4,24_rssi,24_lc1,24_lc2,24_lc3,24_lc4,25_rssi,25_lc1,25_lc2,25_lc3,25_lc4,26_rssi,26_lc1,26_lc2,26_lc3,26_lc4,27_rssi,27_lc1,27_lc2,27_lc3,27_lc4,28_rssi,28_lc1,28_lc2,28_lc3,28_lc4,29_rssi,29_lc1,29_lc2,29_lc3,29_lc4,30_rssi,30_lc1,30_lc2,30_lc3,30_lc4,31_rssi,31_lc1,31_lc2,31_lc3,31_lc4,32_rssi,32_lc1,32_lc2,32_lc3,32_lc4,33_rssi,33_lc1,33_lc2,33_lc3,33_lc4,34_rssi,34_lc1,34_lc2,34_lc3,34_lc4,35_rssi,35_lc1,35_lc2,35_lc3,35_lc4,36_rssi,36_lc1,36_lc2,36_lc3,36_lc4,37_rssi,37_lc1,37_lc2,37_lc3,37_lc4,38_rssi,38_lc1,38_lc2,38_lc3,38_lc4,39_rssi,39_lc1,39_lc2,39_lc3,39_lc4,40_rssi,40_lc1,40_lc2,40_lc3,40_lc4,41_rssi,41_lc1,41_lc2,41_lc3,41_lc4,42_rssi,42_lc1,42_lc2,42_lc3,42_lc4,43_rssi,43_lc1,43_lc2,43_lc3,43_lc4,44_rssi,44_lc1,44_lc2,44_lc3,44_lc4,45_rssi,45_lc1,45_lc2,45_lc3,45_lc4,46_rssi,46_lc1,46_lc2,46_lc3,46_lc4,47_rssi,47_lc1,47_lc2,47_lc3,47_lc4,48_rssi,48_lc1,48_lc2,48_lc3,48_lc4,49_rssi,49_lc1,49_lc2,49_lc3,49_lc4,50_rssi,50_lc1,50_lc2,50_lc3,50_lc4,51_rssi,51_lc1,51_lc2,51_lc3,51_lc4,52_rssi,52_lc1,52_lc2,52_lc3,52_lc4,53_rssi,53_lc1,53_lc2,53_lc3,53_lc4,54_rssi,54_lc1,54_lc2,54_lc3,54_lc4,55_rssi,55_lc1,55_lc2,55_lc3,55_lc4,56_rssi,56_lc1,56_lc2,56_lc3,56_lc4,57_rssi,57_lc1,57_lc2,57_lc3,57_lc4,58_rssi,58_lc1,58_lc2,58_lc3,58_lc4,59_rssi,59_lc1,59_lc2,59_lc3,59_lc4,60_rssi,60_lc1,60_lc2,60_lc3,60_lc4
2021-08-27 10:26:50.500000,0,68,140,0,0,0,0,63,0,0,0,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:51,-49.0,77,162,0,0,0,999,999,999,999,0,492,999,0,384,0,0,0,0,0,-48.0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,69,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:51.500000,0,54,0,0,58,0,0,105,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,458,0,0,0,63,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:52,-49.0,55,0,0,58,0,0,86,62,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,65,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,0,0,0,0,0,0,0,0,71,0,75,0,999,999,999,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:52.500000,-49.0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,64,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,0,83,0,999,999,999,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:53,-49.0,63,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,64,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,0,69,0,0,0,55,0,0,999,999,999,999,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:53.500000,-49.0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,63,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,146,658,526,0,0,0,0,0,0,0,0,0,0,-49.0,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:54,-49.0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-47.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,63,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,999,999,999,999,0,121,111,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:54.500000,-49.0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-47.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,339,999,999,999,0,999,999,971,999,0,62,60,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:55,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,139,129,480,999,0,102,0,0,84,0,55,0,0,0,0,153,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:55.500000,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,79,63,89,97,0,89,55,0,89,0,65,0,0,0,0,82,93,916,999,0,999,125,0,95,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:56,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,999,582,0,999,0,62,0,0,0,0,60,0,0,0,-50.0,89,882,824,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:56.500000,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,138,159,232,-50.0,373,999,999,999,0,51,66,0,87,0,99,0,0,70,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:26:57,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,273,239,254,328,-50.0,0,999,999,999,0,999,999,999,999,0,92,57,0,0,0,0,67,0,0,0,147,162,121,68
2021-08-27 10:26:57.500000,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,731,89,913,207,0,0,0,56,76,0,0,95,0,62,0,999,999,999,509
2021-08-27 10:26:58,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,86,51,58,0,0,0,70,56,0,822,999,999,999,0,921,999,999,169
2021-08-27 10:26:58.500000,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,62,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,0,0,52,53,0,0,999,999,999,999,0,0,0,0,0
2021-08-27 10:26:59,0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,126,93,97,110,0,999,999,999,999,0,811,999,999,999,0,0,53,76,70
2021-08-27 10:26:59.500000,-49.0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,-50.0,914,999,999,999,-50.0,0,0,0,0,0,61,0,51,87,0,999,541,811,878,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:00,-49.0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,57,0,0,0,0,0,0,0,0,0,57,-49.0,999,237,999,999,-50.0,266,999,516,157,-50.0,0,0,0,0,0,0,58,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:00.500000,0,64,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,74,-49.0,999,327,988,999,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:01,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,58,0,0,214,360,367,999,0,999,999,995,999,0,0,114,0,0,0,0,0,0,0,-49.0,999,196,0,453,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:01.500000,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,-49.0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:02,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,333,999,999,999,-49.0,0,0,0,0,0,0,56,0,0,0,98,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:02.500000,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,130,0,69,65,82,291,0,0,0,0,0,0,94,98,92,101,0,999,313,999,999,0,486,999,287,182,-49.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:03,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,74,0,127,0,101,90,72,427,0,0,0,0,0,0,85,84,92,91,0,999,986,999,999,-48.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:03.500000,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,105,108,0,999,999,999,516,0,0,0,0,0,0,0,0,0,0,0,999,333,291,0,-48.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:04,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,0,550,999,999,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:04.500000,0,63,0,0,65,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,61,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,448,58,0,0,999,999,999,999,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27 10:27:05,0,64,0,0,67,0,742,745,531,177,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,58,0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,86,0,0,111,0,0,53,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.0,0,0,0,0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.0,0,0,0,0,-50.0,0,0,0,0,-50.0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
